Respondent,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,WebFrameWorkedWith,MiscTechWorkedWith
51210,Python;R;SQL,MongoDB;MySQL;SQLite,Arduino;Linux;Raspberry Pi;Windows,Flask,Pandas;TensorFlow;Unity 3D
51219,C;C++;HTML/CSS;Java;JavaScript;PHP;SQL,MySQL;Oracle,MacOS,,
51225,Bash/Shell/PowerShell;C;C++;Erlang;Go;Python;SQL,,Linux;Slack;Windows,,
51234,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python;SQL,Cassandra;Elasticsearch;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,Android;AWS;Docker;Google Cloud Platform;iOS;Linux;MacOS;Windows;WordPress,Angular/Angular.js;Express;jQuery,Cordova;.NET;Node.js
51251,C;C++;C#;Java;SQL,MySQL;SQLite,Android;Linux;Windows,,
51259,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript,Microsoft SQL Server,,Angular/Angular.js;ASP.NET,.NET
51280,Bash/Shell/PowerShell;HTML/CSS;PHP;SQL,Cassandra;Couchbase;DynamoDB;Elasticsearch;Firebase;MariaDB;MongoDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis;SQLite,AWS;Docker;Google Cloud Platform;IBM Cloud or Watson;Linux;Microsoft Azure;Slack;Windows;WordPress,ASP.NET;Drupal,
51294,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL,MariaDB;Microsoft SQL Server;MySQL;SQLite,Linux;WordPress,jQuery,
51300,C#;HTML/CSS;JavaScript;Python;SQL,Microsoft SQL Server;MySQL,Windows,Angular/Angular.js;ASP.NET,.NET;.NET Core
51321,Dart;Java;Swift,DynamoDB;Firebase;MySQL;SQLite,Android;AWS;iOS,,Flutter
51329,Java;Python;R;SQL,MongoDB;MySQL,Linux,,Apache Spark;Hadoop;Pandas;TensorFlow
51344,HTML/CSS;JavaScript,Firebase;MongoDB,Android;Windows,Express;React.js,Node.js;React Native
51345,HTML/CSS;JavaScript;PHP;Ruby,MySQL;PostgreSQL;Redis;SQLite,Heroku;Linux;MacOS,Angular/Angular.js;jQuery;Ruby on Rails,
51346,HTML/CSS;JavaScript,,,Vue.js,
51354,Objective-C;PHP;Swift,MySQL;SQLite,iOS,jQuery,
51360,Java;SQL,MySQL,AWS;MacOS,Spring,
51374,HTML/CSS;Java;JavaScript;SQL,MySQL;Oracle,Linux;Windows,Angular/Angular.js;jQuery;Spring,Node.js
51379,C;C++;JavaScript;TypeScript,Cassandra;Couchbase;MongoDB;MySQL,Docker;Heroku;Linux,Angular/Angular.js;Express;jQuery;React.js;Spring;Vue.js,Node.js;React Native
51398,C;C++;Dart;HTML/CSS;Java;Kotlin;Python;SQL,Firebase;Oracle,Android;Arduino,,Flutter
51401,HTML/CSS;JavaScript;PHP;SQL;TypeScript,MariaDB;MySQL,AWS;WordPress,Angular/Angular.js;jQuery;Laravel;React.js,React Native
51402,C++;HTML/CSS;Java;JavaScript;PHP;SQL;Other(s):,Firebase;MongoDB;MySQL;Oracle;SQLite,Android;Heroku;Windows,Angular/Angular.js;Django;Express;jQuery;React.js;Other(s):,Node.js;React Native
51411,C++;Java;Kotlin,Firebase;MongoDB,Android;Google Cloud Platform;Slack;Windows,,Flutter;React Native
51430,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL,MySQL,AWS;Heroku;Linux,jQuery;React.js;Other(s):,
51432,Bash/Shell/PowerShell;JavaScript;Python;TypeScript,Elasticsearch;MongoDB,,,
51457,Java;Python,MySQL,Android;AWS;MacOS,Spring,
51469,C;Python,,,Django,
51475,HTML/CSS;JavaScript;PHP;SQL,Firebase;MySQL;PostgreSQL;Redis,Docker;Google Cloud Platform;Heroku;Linux,jQuery;Laravel,Node.js
51493,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;SQL,Microsoft SQL Server,,,
51498,Bash/Shell/PowerShell;C++;HTML/CSS;Java;JavaScript;TypeScript,,,Angular/Angular.js,
51504,C;C++;Python;SQL;Other(s):,Firebase,Android;Arduino;Linux;Slack;Windows;WordPress;Other(s):,,Pandas;TensorFlow
51511,Java;JavaScript,Elasticsearch;MongoDB;MySQL,Android;Windows,Angular/Angular.js,Chef;Node.js;Unity 3D
51521,C;C++;HTML/CSS;Java;PHP;SQL,Firebase,Android;Slack,,
51529,Java;JavaScript;SQL;TypeScript,MongoDB;MySQL;Oracle;Redis;SQLite,Android;Linux,Angular/Angular.js;Spring,
51533,Assembly;HTML/CSS;JavaScript;PHP;Python;Other(s):,MongoDB;MySQL;SQLite,WordPress,Angular/Angular.js;ASP.NET;Django;Express;jQuery;Vue.js,
51534,C;C++;HTML/CSS;JavaScript;PHP,MySQL;Oracle,,,
51548,HTML/CSS;JavaScript;PHP;SQL,MariaDB;MongoDB;MySQL,AWS;Linux;Windows;WordPress,Angular/Angular.js;jQuery;Laravel,
51549,HTML/CSS;Java;JavaScript;Kotlin;SQL;Swift,Firebase;MongoDB;Microsoft SQL Server;MySQL;SQLite,Android;Heroku;iOS;MacOS,jQuery;React.js,Node.js;React Native
51554,Dart;Java;Kotlin,SQLite,Android;Linux,,Flutter;React Native
51568,C;C++,Other(s):,Linux,,
51570,HTML/CSS;Java;JavaScript;SQL;TypeScript,Microsoft SQL Server;MySQL;Oracle;PostgreSQL,,Angular/Angular.js;Spring,
51574,C;C++;PHP;Python;SQL,Elasticsearch;MySQL;PostgreSQL;Redis,AWS;Docker;Google Cloud Platform;Linux;MacOS;Windows;WordPress,Django;Flask,
51580,Java;SQL,MongoDB;Microsoft SQL Server,,Spring,
51582,HTML/CSS;Java;SQL,MongoDB;MySQL;Oracle,Windows,,
51585,C;Java;JavaScript,,Android,,
51590,HTML/CSS;JavaScript;SQL;TypeScript,MongoDB;MySQL,Heroku;Slack,Angular/Angular.js;Express;jQuery,Node.js
51594,HTML/CSS;Java;JavaScript,Microsoft SQL Server,Windows,Angular/Angular.js;Spring,
51595,Bash/Shell/PowerShell;Java;JavaScript;Scala;SQL;TypeScript,MongoDB;PostgreSQL;Redis;SQLite,Linux;Slack,Angular/Angular.js;Flask,.NET;Node.js
51628,C;Python,,Arduino;Linux;Windows,Flask,Pandas;TensorFlow
51635,C#;HTML/CSS;Java;JavaScript;SQL;WebAssembly,MongoDB;Microsoft SQL Server;MySQL;SQLite,Android;AWS;Heroku;Linux;Microsoft Azure;Raspberry Pi;Slack;Windows,ASP.NET;jQuery;Other(s):,.NET;.NET Core;Xamarin
51648,HTML/CSS;JavaScript;PHP;SQL;Other(s):,MySQL,Other(s):,,
51653,C#;VBA,Microsoft SQL Server,Docker;Microsoft Azure;Windows,Angular/Angular.js;ASP.NET;jQuery,.NET;.NET Core;Xamarin
51655,C++;Java;Python,MySQL,,,TensorFlow
51686,JavaScript;TypeScript,PostgreSQL,Android;AWS;Linux;MacOS,Express;React.js,Node.js;React Native
51704,Java;Kotlin;SQL,MySQL;Oracle,Linux,Express;jQuery;React.js;Spring;Vue.js,Ansible;Apache Spark;Node.js;React Native
51717,C#;HTML/CSS;JavaScript;PHP;Python;R;SQL,Firebase;Microsoft SQL Server;MySQL;Oracle;SQLite,Android;AWS;Docker;Google Cloud Platform;Microsoft Azure,Angular/Angular.js;ASP.NET;Drupal;jQuery;Laravel,.NET;.NET Core;TensorFlow;Xamarin
51725,JavaScript;Python;TypeScript,PostgreSQL;SQLite,Android;AWS;Heroku;Linux;Slack,Angular/Angular.js;Django,
51731,C;C++;C#;HTML/CSS;Java;JavaScript;Python;SQL,Microsoft SQL Server;MySQL;SQLite,Android;Windows,ASP.NET,.NET;.NET Core
51732,C#;HTML/CSS;JavaScript;PHP;SQL,MySQL,,Angular/Angular.js;ASP.NET;Laravel,.NET
51733,HTML/CSS,,Windows,jQuery,
51739,JavaScript;Python,MongoDB;MySQL,Linux;Windows,Express,Node.js;Pandas;TensorFlow
51742,Java;Scala,Elasticsearch;MariaDB;MongoDB;Microsoft SQL Server;Redis,,jQuery,
51755,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;TypeScript,Cassandra;Couchbase;Elasticsearch;Firebase;MongoDB;Redis,Docker;IBM Cloud or Watson;Kubernetes;Linux,Angular/Angular.js;Express;React.js,Node.js
51773,C;C++;HTML/CSS;Java;Python,Firebase;MySQL;Oracle;SQLite,Android,,
51785,HTML/CSS;Java;JavaScript;SQL,Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,Linux;Microsoft Azure;Windows,Angular/Angular.js;Express;jQuery;Spring;Vue.js,Node.js
51800,HTML/CSS;Java;JavaScript;Kotlin;Objective-C;PHP;Python;SQL,MongoDB;MySQL,Android;Linux;MacOS;Windows,Angular/Angular.js;Express;jQuery;Laravel;React.js;Vue.js;Other(s):,Node.js
51811,C;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL,MySQL,Windows,Flask,
51813,Go;HTML/CSS;Java;JavaScript;Python;Scala;SQL;TypeScript,DynamoDB;Elasticsearch;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,Android;AWS;Kubernetes;Linux;Slack;Windows,Angular/Angular.js;React.js;Spring,Node.js;React Native
51832,Python,MongoDB,Linux;Windows,Django,Pandas;TensorFlow
51853,HTML/CSS;JavaScript;Python;Other(s):,PostgreSQL;SQLite,Arduino;MacOS,Angular/Angular.js;Django,
51867,C#;Dart;Kotlin,Firebase;Microsoft SQL Server;MySQL,Android;Google Cloud Platform;iOS,ASP.NET;Laravel,Flutter;.NET
51876,Python;Rust,MySQL,Linux,Django,Pandas
51883,Bash/Shell/PowerShell;C#;Python;SQL,,Docker;Microsoft Azure;Windows,ASP.NET;Flask,.NET;.NET Core;Pandas;TensorFlow;Torch/PyTorch;Unity 3D
51911,C;C++;HTML/CSS;Java;JavaScript;Python;SQL,MySQL;Oracle,Android;AWS;Windows;WordPress,,
51914,HTML/CSS;Java;JavaScript;SQL,Microsoft SQL Server;MySQL;Oracle;PostgreSQL,Windows,Angular/Angular.js,
51928,C;C++;C#;HTML/CSS;Java;Kotlin;Objective-C;PHP,Firebase;SQLite,Android;Slack;Windows,,
51936,C;HTML/CSS;Java;JavaScript;TypeScript,Firebase;MongoDB;MySQL;PostgreSQL,Docker;Slack,Angular/Angular.js;Express;jQuery;React.js;Vue.js,Node.js;React Native
51948,,,,,
51957,JavaScript;Objective-C;Python;Swift,MySQL,AWS;Heroku;IBM Cloud or Watson;iOS;MacOS;Slack,Django;Express;jQuery;React.js,Node.js;React Native
51958,C#;JavaScript;Python;SQL,Microsoft SQL Server,Arduino;Windows;WordPress,ASP.NET;jQuery,Unity 3D
51971,Objective-C;PHP;Swift,Firebase;MySQL;SQLite,iOS,,
51992,Java;Kotlin;PHP;SQL,Firebase;SQLite,Android,,
51993,C++;Java;JavaScript;Other(s):,Microsoft SQL Server;MySQL,Windows,Spring,Pandas
51996,C#;HTML/CSS;JavaScript;PHP;SQL,Elasticsearch;MySQL,Linux;Windows,Angular/Angular.js;jQuery,Node.js
52000,C;C++;C#;HTML/CSS;PHP;SQL,MariaDB;Microsoft SQL Server;MySQL,Windows,ASP.NET,.NET;.NET Core
52003,C++,,Windows,,
52015,Bash/Shell/PowerShell;C;HTML/CSS;Java;JavaScript;PHP;SQL,Microsoft SQL Server;MySQL;Oracle,Android;Windows,Angular/Angular.js;jQuery;Laravel;Spring,
52020,C;HTML/CSS;JavaScript;PHP;SQL,MySQL;SQLite,AWS;Linux;Windows;WordPress,jQuery;Laravel,
52024,Assembly;HTML/CSS;JavaScript;PHP;SQL,MySQL;Oracle,Slack;WordPress,Drupal;jQuery;Laravel,
52027,C;C++;HTML/CSS;JavaScript;PHP;SQL,Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,,Laravel,
52031,HTML/CSS;JavaScript;Python;SQL;TypeScript,MySQL;SQLite,Linux,Angular/Angular.js,Hadoop;Node.js
52038,Java;SQL,DynamoDB;Elasticsearch;PostgreSQL,AWS;Docker;MacOS;Slack,,Other(s):
52044,C;C++;C#;HTML/CSS;Java;JavaScript;Objective-C;SQL;Swift,Couchbase;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,iOS,,Cordova
52048,C;Java;SQL,MySQL,,,
52061,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL,MongoDB;PostgreSQL;Redis,AWS,Django;Express;jQuery,Apache Spark;Pandas
52074,Java,MySQL;Oracle,Linux,,
52115,C#,Microsoft SQL Server;PostgreSQL,Docker;Kubernetes;Windows,ASP.NET,.NET;.NET Core
52125,Python,DynamoDB;Elasticsearch;Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,AWS;Docker;Google Cloud Platform;Kubernetes;Slack,Django;React.js,Node.js;React Native
52135,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;Redis,Microsoft Azure,Angular/Angular.js;ASP.NET;React.js,.NET
52142,,,,,
52151,HTML/CSS;JavaScript;TypeScript,Cassandra;Elasticsearch;MongoDB,Docker;Linux;MacOS;Windows,Angular/Angular.js;Express,Node.js;TensorFlow
52159,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,MySQL,Android;AWS;Heroku;Windows,Angular/Angular.js;Express;jQuery,Node.js
52163,C#;SQL,Microsoft SQL Server,Windows,,.NET
52164,C;C++;HTML/CSS;Java;JavaScript,Oracle,Linux;WordPress,Django;Vue.js,Node.js
52179,Go;Java;JavaScript;Python;R;Scala,MySQL;Redis,,Spring,
52186,HTML/CSS;JavaScript;PHP,MongoDB,WordPress,Express,Node.js
52187,C;C++;Go;HTML/CSS;JavaScript,,Android;Raspberry Pi;Windows,,
52207,Java,MySQL;Oracle,Linux;Windows,Angular/Angular.js;Ruby on Rails;Spring,
52217,HTML/CSS;JavaScript;Ruby;SQL;TypeScript,Elasticsearch;MySQL;PostgreSQL;Redis;SQLite,Docker;IBM Cloud or Watson;Linux;MacOS,jQuery;Ruby on Rails,
52218,HTML/CSS;Java;JavaScript;SQL,Cassandra;Couchbase;Elasticsearch;MongoDB;MySQL;Oracle;PostgreSQL,Arduino;AWS;Docker;Raspberry Pi,React.js;Spring,Apache Spark;TensorFlow
52238,HTML/CSS;Objective-C;Swift,Firebase;SQLite,iOS,ASP.NET,.NET
52240,C#;HTML/CSS;JavaScript;SQL;TypeScript,Firebase;Microsoft SQL Server;PostgreSQL,Windows,Angular/Angular.js;ASP.NET;Express;React.js,.NET;Node.js
52262,C;C++;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL,Firebase;MySQL;SQLite,Android;Arduino;Google Cloud Platform;Windows,ASP.NET,.NET;Other(s):
52271,Objective-C;Swift,Firebase;SQLite,Android;iOS,,
52293,C++;HTML/CSS;JavaScript;SQL,MongoDB;Microsoft SQL Server,AWS;Windows,ASP.NET;jQuery,.NET;.NET Core;Node.js;Unreal Engine
52309,Dart;Java;JavaScript;SQL,Firebase;MongoDB,Android,,Flutter;React Native
52310,HTML/CSS;JavaScript;PHP;SQL,MariaDB;MongoDB;MySQL;Oracle,Linux;Windows;WordPress;Other(s):,jQuery;Other(s):,Node.js
52314,C++;C#;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,MongoDB;Microsoft SQL Server;MySQL;Oracle;SQLite,Android;Linux;Windows;WordPress,Angular/Angular.js;ASP.NET;jQuery,Node.js;TensorFlow;Unity 3D;Unreal Engine
52316,C;C++;C#,MongoDB;MySQL,Windows,Angular/Angular.js,.NET;Xamarin
52337,,MongoDB;MySQL,Android;AWS;iOS;Linux;MacOS;Windows;WordPress,Angular/Angular.js;jQuery,Cordova;Node.js
52345,HTML/CSS;Java;JavaScript;PHP;SQL,Cassandra;Elasticsearch;MySQL,,Spring,
52347,Java,Firebase;SQLite,Android;Windows,,
52357,C++;HTML/CSS;Java;JavaScript;Python;R;Scala;SQL,DynamoDB;Elasticsearch;MongoDB;MySQL;Redis,Arduino;AWS;Linux;Raspberry Pi;Windows,Angular/Angular.js;Django;Express;React.js;Spring,Ansible;Pandas
52363,C;C++;Python,,Arduino;Linux;Windows,,Pandas;TensorFlow
52369,Bash/Shell/PowerShell;Python,Oracle;PostgreSQL;SQLite,Heroku;Linux,Django;Flask,Ansible
52379,Assembly;C;C++;C#;Java;JavaScript;Swift,Microsoft SQL Server;Oracle;Other(s):,Android;Linux;Microsoft Azure;Windows,Angular/Angular.js;ASP.NET;jQuery;React.js,Cordova;.NET;.NET Core;Node.js
52380,HTML/CSS;JavaScript;TypeScript,,Android;Linux,Angular/Angular.js;jQuery,Node.js
52388,C;C++;HTML/CSS;Java;JavaScript;Python;SQL,MySQL;Oracle;PostgreSQL,Windows,,
52391,JavaScript;PHP;Python;SQL,MongoDB;MySQL,AWS;Google Cloud Platform;Linux;Windows,Angular/Angular.js;jQuery;Laravel;React.js;Vue.js,
52392,HTML/CSS;JavaScript;TypeScript,Elasticsearch;Firebase;MongoDB;Other(s):,Android;iOS;Linux;MacOS,Angular/Angular.js;Express;jQuery;React.js;Vue.js;Other(s):,Cordova;Node.js
52395,C;C++;C#;HTML/CSS;Java;JavaScript;Objective-C;Swift,Firebase;Microsoft SQL Server;MySQL;SQLite;Other(s):,AWS;Google Cloud Platform;iOS;Linux;MacOS;Microsoft Azure;Windows;Other(s):,ASP.NET,.NET;.NET Core;Xamarin
52403,C;C++;C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,Heroku;Linux;Windows;WordPress,Angular/Angular.js;ASP.NET;jQuery;React.js,.NET;.NET Core
52421,Java;JavaScript,MongoDB;MySQL,,Angular/Angular.js;React.js,Node.js
52422,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL,Elasticsearch;Oracle,Linux;Windows,jQuery;React.js;Spring,
52431,C++;HTML/CSS;Java;Python;SQL,Microsoft SQL Server;MySQL,Android;Windows,ASP.NET,Pandas;TensorFlow;Unreal Engine
52471,C#;F#;HTML/CSS;Java;JavaScript,MySQL,WordPress,ASP.NET,.NET;.NET Core;Node.js
52473,C;C++;HTML/CSS;Java;JavaScript;SQL,Microsoft SQL Server;MySQL;Oracle;SQLite,Android;Windows,jQuery,TensorFlow
52484,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Objective-C;PHP;SQL,Microsoft SQL Server;MySQL;SQLite,Android;AWS;iOS;MacOS;Microsoft Azure;Windows;WordPress,ASP.NET;jQuery,.NET;.NET Core;Xamarin
52494,Bash/Shell/PowerShell;HTML/CSS;Python,,AWS;Slack;Windows;WordPress,,Pandas
52498,C,,,,
52520,HTML/CSS;JavaScript,MongoDB,,,Other(s):
52536,HTML/CSS;Java;JavaScript;Python,MySQL,AWS;Docker,Angular/Angular.js,Node.js
52543,C++;HTML/CSS;JavaScript;PHP;SQL,Firebase;MongoDB;MySQL,AWS;Google Cloud Platform;Heroku;Linux;Windows;WordPress,Express;jQuery;React.js;Other(s):,Node.js;React Native
52547,C#;HTML/CSS;JavaScript;Python;SQL,Elasticsearch;MySQL,Microsoft Azure;Slack;Windows,ASP.NET;jQuery,Chef;.NET;.NET Core;Torch/PyTorch
52548,Bash/Shell/PowerShell;C;HTML/CSS;Java;JavaScript;Python,Firebase;MongoDB,Android;Raspberry Pi,Django;Flask,Node.js
52551,HTML/CSS;JavaScript;Python;TypeScript,Cassandra;PostgreSQL;Redis,AWS,Angular/Angular.js;Django;jQuery,
52557,R,,,,
52560,HTML/CSS;JavaScript;PHP;TypeScript,MongoDB;MySQL,,Angular/Angular.js,Node.js
52561,C#;JavaScript,DynamoDB;Microsoft SQL Server;SQLite,AWS;Docker;Linux;Windows,Angular/Angular.js;ASP.NET;Express;React.js,.NET;.NET Core;Node.js
52597,Java,Firebase;SQLite,Android,,React Native
52615,C;C++;HTML/CSS;JavaScript;PHP;Python,MySQL,,,
52630,Java,SQLite,Windows,,
52640,Java;SQL,Firebase;MySQL;SQLite,Android,,
52647,Python;SQL,DynamoDB;MySQL;Redis,AWS;MacOS,,
52658,HTML/CSS;JavaScript;PHP;SQL,MySQL,Windows;WordPress,jQuery,Node.js
52660,Java,MySQL;SQLite,Android,,
52668,C;HTML/CSS;Java;JavaScript;PHP;Python;R,Elasticsearch;MySQL;SQLite,Android;Linux;Windows,Django;Laravel;React.js;Vue.js,
52669,HTML/CSS;JavaScript;PHP;SQL;TypeScript;Other(s):,MariaDB;Microsoft SQL Server;MySQL;Redis,Windows,Angular/Angular.js;Express;jQuery;Laravel;React.js,Node.js;React Native
52676,HTML/CSS;JavaScript;PHP;SQL,MySQL,Other(s):,jQuery,
52679,C;C++;HTML/CSS;JavaScript;Python;R;SQL,DynamoDB;MongoDB;MySQL,Arduino;AWS;IBM Cloud or Watson;Linux;Microsoft Azure;Raspberry Pi;Slack;Windows,,TensorFlow
52695,Java;Swift,SQLite,Android;iOS,,
52697,Objective-C;Swift,Firebase;SQLite,iOS;MacOS,ASP.NET,.NET;Node.js;Xamarin
52708,Bash/Shell/PowerShell;Clojure;Java;JavaScript;Python;Scala;SQL,Cassandra;MySQL;Oracle;Redis;SQLite,Docker;Kubernetes;Linux,jQuery;Spring,Apache Spark;Node.js
52711,Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;Java;JavaScript;Python,MongoDB;MySQL;Redis,Arduino;Linux;MacOS,Flask;jQuery,
52713,C#;HTML/CSS;JavaScript;PHP;SQL;VBA;Other(s):,Microsoft SQL Server;SQLite,Windows;WordPress,ASP.NET;jQuery,.NET Core
52717,HTML/CSS;JavaScript;PHP,MariaDB;MySQL;PostgreSQL,AWS;Slack;WordPress,Angular/Angular.js;jQuery;Laravel,Node.js
52721,HTML/CSS;JavaScript,MySQL;Redis;SQLite,Windows;WordPress,Angular/Angular.js;Express,
52741,Assembly;Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;PHP;Python;R;SQL,Firebase;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;SQLite;Other(s):,Android;Arduino;AWS;Google Cloud Platform;Heroku;Linux;MacOS;Raspberry Pi;Slack;Windows;WordPress,Angular/Angular.js;Express;jQuery,Node.js;Unity 3D;Unreal Engine
52753,C;Go;HTML/CSS;JavaScript;Python,MongoDB;MySQL;Oracle,Arduino;Docker;Heroku;Linux,React.js,Ansible;Node.js;Unity 3D
52757,C;C++;Java;JavaScript,,Linux;MacOS;Microsoft Azure;Windows,Flask;jQuery,Hadoop;Unity 3D
52762,HTML/CSS;JavaScript;PHP;SQL,MariaDB;Microsoft SQL Server;MySQL,AWS;Google Cloud Platform;Linux;WordPress,jQuery;Laravel;Vue.js,
52767,C;C++;Python,PostgreSQL;Redis,AWS;Linux;MacOS,Django,Node.js;Pandas
52780,HTML/CSS;Java;JavaScript;Swift,Firebase;SQLite,Android;iOS;Linux,jQuery;React.js,Node.js;React Native
52788,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;Ruby,Elasticsearch;MariaDB;MongoDB;PostgreSQL,AWS;Docker;Linux,Angular/Angular.js;Django;React.js;Ruby on Rails,Chef;React Native
52797,C#;HTML/CSS;SQL;TypeScript,Microsoft SQL Server;SQLite,Android;Google Cloud Platform;Microsoft Azure;Windows,Angular/Angular.js;ASP.NET;jQuery,.NET
52803,HTML/CSS;Java;SQL,Elasticsearch;Firebase;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,Android;AWS;Docker;IBM Cloud or Watson;Linux;MacOS;Slack;Windows;WordPress,Spring,Cordova;Node.js
52816,C#;HTML/CSS;JavaScript;SQL;VBA,Microsoft SQL Server,Windows,ASP.NET;jQuery,.NET
52817,HTML/CSS;Java;JavaScript;PHP;Scala;Swift,Microsoft SQL Server;MySQL;Oracle,Android,Spring;Other(s):,
52820,C;Java;Python,PostgreSQL,Windows,Spring,
52821,HTML/CSS;JavaScript;TypeScript,,Google Cloud Platform,Angular/Angular.js;jQuery;React.js,
52827,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;SQL,MariaDB;MongoDB;MySQL;Oracle,Linux;Windows,,
52839,C;C++;HTML/CSS;JavaScript;PHP;SQL;TypeScript,MariaDB;Microsoft SQL Server;MySQL;Redis,Android;Google Cloud Platform;Linux;MacOS;Windows,Angular/Angular.js;ASP.NET;jQuery;Laravel;Spring,Node.js
52863,HTML/CSS;Java;JavaScript;TypeScript,Elasticsearch;Firebase,Android;Heroku;WordPress,Angular/Angular.js;Spring,Node.js
52877,C;C++;C#;HTML/CSS;Java;JavaScript;Objective-C;PHP;TypeScript;Other(s):,MariaDB;MySQL;Oracle;SQLite,Android;Windows,jQuery;React.js,.NET;.NET Core;Node.js;React Native
52883,Python;Rust;SQL,Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Docker;Google Cloud Platform;Linux;Windows,Django,
52894,PHP,MySQL,Other(s):,Other(s):,Other(s):
52897,Assembly;C;HTML/CSS;Java;JavaScript;PHP;R;SQL,MariaDB;MySQL,Android;Arduino;Google Cloud Platform;Kubernetes;Linux;Raspberry Pi;Windows;WordPress,jQuery,Apache Spark
52899,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL,Firebase;MySQL;SQLite,Android;Windows,Django;jQuery,CryEngine;Pandas
52905,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript,Microsoft SQL Server;MySQL;Oracle,IBM Cloud or Watson;Microsoft Azure;Raspberry Pi,Angular/Angular.js;ASP.NET,.NET;.NET Core
52915,Dart;Java;Python,MariaDB,Android,,Flutter;Pandas
52918,C;C++;Go;Java,Oracle,Docker;Kubernetes,Spring,
52925,Bash/Shell/PowerShell;Java,DynamoDB;MySQL;Redis,AWS;Docker;Linux;MacOS;Microsoft Azure;Slack,,Chef
52934,Python;SQL,Elasticsearch;MongoDB;PostgreSQL;SQLite,AWS;Google Cloud Platform;Linux,Angular/Angular.js;Flask,Hadoop;Pandas;TensorFlow
52935,HTML/CSS;Java;JavaScript,MongoDB;MySQL;Oracle;Other(s):,Windows,Angular/Angular.js;Express;jQuery,Node.js
52940,C#;HTML/CSS;JavaScript;Python,Couchbase;Microsoft SQL Server;PostgreSQL,AWS;Linux,Django;React.js,
52943,C;C#;HTML/CSS;Java;JavaScript;Scala;SQL,Elasticsearch;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,AWS,Angular/Angular.js;Spring,Apache Spark;Hadoop;Node.js
52954,C;C++;Java;Python;SQL,,Android;Arduino;Linux;WordPress,,
52960,C;C++;C#;HTML/CSS;JavaScript;Objective-C;PHP;SQL;VBA,Microsoft SQL Server;MySQL,Windows;WordPress,ASP.NET;jQuery,.NET
52977,Java,SQLite,Android,,
52986,HTML/CSS;JavaScript,,,Angular/Angular.js,
52992,JavaScript;Python;SQL;TypeScript,Firebase;MySQL;PostgreSQL,AWS;Google Cloud Platform;Linux,Angular/Angular.js;Django;Flask;jQuery;Ruby on Rails,
53015,C#;HTML/CSS;Java;JavaScript;PHP;TypeScript,Firebase;MongoDB;MySQL,Heroku,Angular/Angular.js;ASP.NET;jQuery,Node.js
53028,Bash/Shell/PowerShell;C++;Python,Elasticsearch;MongoDB;PostgreSQL;Redis,Docker;Google Cloud Platform;Heroku;Kubernetes;Linux;MacOS;Raspberry Pi;Slack;WordPress,Django,Ansible
53073,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;R;Scala;TypeScript,MongoDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,AWS;Google Cloud Platform;Linux;MacOS;Microsoft Azure,Angular/Angular.js;Django;Express;jQuery;React.js;Spring,Apache Spark;Hadoop;Node.js;Pandas;TensorFlow
53083,Bash/Shell/PowerShell;HTML/CSS;JavaScript,,MacOS,Angular/Angular.js;React.js,Node.js
